mssub_class,mszoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition1,condition2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exteriorfirst,exteriorsecond,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,age_at_sale,years_since_remod,garage_age_at_sale,total_sf,total_above_ground_sf,total_bath,total_porch_sf,has_basement,has_garage,has_pool,has_fireplace,has_porch,is_new_house,age_negative_flag,remodel_negative_flag,garage_age_negative_flag
20,RL,57.0,8280,Pave,None,2.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,Unf,0,Unf,0,932,932,GasA,5.0,Y,FuseA,932,0,0,932,0,0,1,0,2,1,4.0,4,7.0,1,4.0,Attchd,1950.0,1.0,1,306,3.0,3.0,2.0,0,0,214,0,0,0,0.0,GdPrv,None,0,11,2007,WD,Normal,57,57,57.0,1864,932,1.0,214,1,1,0,1,1,0,0,0,0
20,RL,134.0,17755,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3.0,3.0,CBlock,3.0,3.0,1.0,BLQ,176,Unf,0,1290,1466,GasA,3.0,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,2.0,6,7.0,2,4.0,Attchd,1959.0,3.0,2,528,3.0,3.0,2.0,0,140,0,0,100,0,0.0,None,None,0,11,2006,WD,Normal,47,47,47.0,2932,1466,1.5,240,1,1,0,1,1,0,0,0,0
20,RL,90.0,14115,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,ALQ,296,GLQ,547,230,1073,GasA,5.0,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,5.0,6,7.0,1,4.0,Attchd,1956.0,3.0,2,470,3.0,3.0,2.0,0,0,280,0,0,0,0.0,None,None,0,7,2006,WD,Abnorml,50,2,50.0,2884,1811,1.0,280,1,1,0,1,1,0,0,0,0
30,RM,,5890,Pave,None,3.0,Lvl,AllPub,Corner,2.0,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4.0,4.0,BrkTil,3.0,3.0,3.0,ALQ,538,Unf,0,278,816,GasA,5.0,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3.0,5,7.0,0,0.0,Detchd,2002.0,1.0,1,432,3.0,3.0,2.0,0,0,96,0,0,0,0.0,None,None,0,6,2008,WD,Normal,78,1,6.0,1632,816,1.0,96,1,1,0,0,1,0,0,0,0
60,RL,,13700,Pave,None,2.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,3.0,3.0,CBlock,3.0,3.0,4.0,ALQ,454,Unf,0,410,864,GasA,3.0,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,4.0,8,7.0,2,4.0,Attchd,1965.0,1.0,2,492,3.0,3.0,2.0,60,84,0,0,273,0,0.0,GdPrv,None,0,5,2008,WD,Normal,43,20,43.0,2684,1820,2.0,417,1,1,0,1,1,0,0,0,0
20,RL,90.0,10768,Pave,None,2.0,Lvl,AllPub,Corner,2.0,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,4.0,4.0,CBlock,4.0,3.0,4.0,ALQ,1157,Unf,0,280,1437,GasA,3.0,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,4.0,6,7.0,1,2.0,Attchd,1976.0,2.0,2,528,3.0,3.0,2.0,0,21,0,0,180,0,0.0,None,None,0,7,2007,WD,Normal,31,3,31.0,2874,1437,3.0,201,1,1,0,1,1,0,0,0,0
80,RL,85.0,9350,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,3.0,4.0,PConc,3.0,3.0,4.0,ALQ,633,Unf,0,586,1219,GasA,4.0,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,4.0,6,7.0,1,4.0,Attchd,1965.0,2.0,2,502,3.0,3.0,2.0,0,92,0,96,0,0,0.0,MnPrv,None,0,10,2008,WD,Normal,43,9,43.0,2484,1265,2.5,188,1,1,0,1,1,0,0,0,0
120,RL,34.0,5001,Pave,None,2.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,904,Unf,0,410,1314,GasA,5.0,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4.0,6,7.0,1,4.0,Attchd,2008.0,2.0,2,626,3.0,3.0,2.0,172,62,0,0,0,0,0.0,None,None,0,7,2009,WD,Normal,2,1,1.0,2628,1314,3.0,234,1,1,0,1,1,0,0,0,0
20,RL,92.0,11932,Pave,None,3.0,Lvl,AllPub,FR2,2.0,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,1580,1580,GasA,5.0,Y,SBrkr,1580,0,0,1580,0,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2008.0,2.0,3,830,3.0,3.0,2.0,0,24,0,0,0,0,0.0,None,None,0,6,2008,ConLD,Partial,1,0,0.0,3160,1580,2.0,24,1,1,0,0,1,1,0,0,0
60,RL,76.0,9120,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,4.0,3.0,CBlock,3.0,3.0,1.0,ALQ,442,Unf,0,459,901,GasA,3.0,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,4.0,8,7.0,1,3.0,Attchd,1974.0,2.0,2,540,4.0,3.0,2.0,0,69,0,0,0,0,0.0,None,None,0,7,2008,WD,Normal,34,34,34.0,2777,1876,2.5,69,1,1,0,1,1,0,0,0,0
160,RL,24.0,2280,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,ALQ,311,Unf,0,544,855,GasA,2.0,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,3.0,7,7.0,1,3.0,Attchd,1978.0,1.0,2,440,3.0,3.0,2.0,26,0,0,0,0,0,0.0,None,None,0,7,2010,WD,Normal,32,32,32.0,2311,1456,2.5,26,1,1,0,1,1,0,0,0,0
20,RL,,14778,Pave,None,2.0,Low,AllPub,CulDSac,2.0,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,4.0,3.0,CBlock,3.0,3.0,1.0,BLQ,728,Unf,0,568,1296,GasA,5.0,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,4.0,7,7.0,1,4.0,Detchd,1993.0,1.0,2,924,3.0,3.0,2.0,108,0,0,216,0,0,0.0,None,None,0,11,2008,WD,Normal,54,2,15.0,2936,1640,2.0,324,1,1,0,1,1,0,0,0,0
20,RL,109.0,8724,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,BLQ,492,Unf,0,402,894,GasA,4.0,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3.0,5,7.0,1,1.0,Attchd,1968.0,3.0,2,450,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,5,2007,WD,Normal,39,39,39.0,1788,894,1.0,0,1,1,0,1,0,0,0,0,0
90,RL,60.0,12900,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,3.0,GLQ,1198,Unf,0,0,1198,GasA,3.0,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,3.0,6,7.0,0,0.0,CarPort,1969.0,1.0,2,400,2.0,3.0,2.0,120,0,0,0,0,0,0.0,None,None,0,1,2008,WD,Alloca,39,39,39.0,2456,1258,3.0,120,1,1,0,0,1,0,0,0,0
80,RL,,16157,Pave,None,2.0,Lvl,AllPub,FR2,2.0,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,PConc,4.0,3.0,4.0,ALQ,680,Rec,391,289,1360,GasA,5.0,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,4.0,5,7.0,1,3.0,Attchd,1978.0,1.0,2,588,3.0,3.0,2.0,168,180,0,0,0,0,0.0,None,None,0,6,2007,WD,Normal,29,29,29.0,2792,1432,2.5,348,1,1,0,1,1,0,0,0,0
20,RL,79.0,9541,Pave,None,2.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,1502,1502,GasA,5.0,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2009.0,2.0,2,644,3.0,3.0,2.0,0,114,0,0,0,0,0.0,None,None,0,9,2009,New,Partial,0,0,0.0,3004,1502,2.0,114,1,1,0,0,1,1,0,0,0
20,RL,64.0,10475,Pave,None,2.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4.0,3.0,PConc,4.0,3.0,3.0,Unf,0,Unf,0,1694,1694,GasA,5.0,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2008.0,2.0,3,776,3.0,3.0,2.0,160,33,0,0,0,0,0.0,None,None,0,2,2010,WD,Normal,2,2,2.0,3388,1694,2.0,193,1,1,0,0,1,0,0,0,0
60,RL,58.0,10852,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,1.0,GLQ,786,Unf,0,173,959,GasA,5.0,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,3.0,7,7.0,1,3.0,Attchd,2000.0,3.0,2,472,3.0,3.0,2.0,0,38,0,0,0,0,0.0,None,None,0,2,2006,WD,Normal,6,6,6.0,2630,1671,3.5,38,1,1,0,1,1,0,0,0,0
70,RL,120.0,13728,Pave,None,3.0,Lvl,AllPub,Corner,2.0,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,Rec,626,Unf,0,501,1127,GasA,5.0,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,4.0,7,7.0,2,3.0,Basment,1935.0,1.0,2,540,3.0,3.0,2.0,0,0,0,0,90,0,0.0,None,None,0,7,2008,WD,Normal,73,22,73.0,3235,2108,2.0,90,1,1,0,1,1,0,0,0,0
60,RL,118.0,35760,Pave,None,2.0,Lvl,AllPub,CulDSac,2.0,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,4.0,4.0,PConc,5.0,3.0,4.0,GLQ,1387,Unf,0,543,1930,GasA,5.0,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,4.0,10,7.0,1,3.0,Attchd,1995.0,3.0,3,807,3.0,3.0,2.0,361,76,0,0,0,0,0.0,None,None,0,7,2006,WD,Normal,11,10,11.0,5557,3627,4.5,437,1,1,0,1,1,0,0,0,0
80,RL,76.0,9880,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,3.0,ALQ,522,Unf,0,574,1096,GasA,3.0,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,3.0,6,7.0,1,1.0,Attchd,1977.0,3.0,1,358,3.0,3.0,2.0,203,0,0,0,0,576,4.0,GdPrv,None,0,7,2008,WD,Normal,31,31,31.0,2214,1118,2.0,203,1,1,1,1,1,0,0,0,0
20,RL,76.0,9120,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,ALQ,662,Unf,0,599,1261,GasA,5.0,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,3.0,6,7.0,1,3.0,Attchd,1958.0,2.0,2,433,3.0,3.0,2.0,0,0,0,0,288,0,0.0,None,Shed,1400,11,2008,WD,Normal,50,50,50.0,2522,1261,2.0,288,1,1,0,1,1,0,0,0,0
160,FV,35.0,4017,Pave,Pave,2.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,625,625,GasA,5.0,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,4.0,5,7.0,0,0.0,Detchd,2006.0,3.0,2,625,3.0,3.0,2.0,0,54,0,0,0,0,0.0,None,None,0,3,2008,WD,Normal,2,1,2.0,1875,1250,2.5,54,1,1,0,0,1,0,0,0,0
50,RL,138.0,18030,Pave,None,2.0,Bnk,AllPub,Inside,2.0,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,Rec,152,BLQ,469,977,1598,GasA,3.0,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,5.0,12,3.0,1,4.0,None,0.0,0.0,0,0,0.0,0.0,2.0,122,0,0,0,0,0,0.0,MnPrv,None,0,3,2007,WD,Normal,61,13,2007.0,4205,2607,3.0,122,1,0,0,1,1,0,0,0,0
70,RL,80.0,16560,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,4.0,3.0,1.0,Rec,503,Unf,0,449,952,GasA,3.0,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,3.0,9,7.0,1,4.0,Detchd,1932.0,1.0,2,360,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,7,2006,WD,Normal,74,56,74.0,3297,2345,2.5,0,1,1,0,1,0,0,0,0,0
50,RL,85.0,10678,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,700,Unf,0,983,1683,GasA,5.0,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,4.0,9,7.0,1,3.0,Attchd,1992.0,3.0,2,541,3.0,3.0,2.0,0,33,0,0,0,0,0.0,None,None,0,4,2007,WD,Normal,15,7,15.0,4555,2872,2.5,33,1,1,0,1,1,0,0,0,0
20,RL,37.0,6951,Pave,None,2.0,Lvl,AllPub,CulDSac,2.0,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,ALQ,658,Unf,0,218,876,GasA,3.0,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,3.0,5,7.0,0,0.0,Attchd,1984.0,1.0,1,264,3.0,3.0,2.0,362,0,0,0,0,0,0.0,MnPrv,None,0,10,2008,WD,Normal,24,23,24.0,1799,923,2.0,362,1,1,0,0,1,0,0,0,0
50,RM,,3950,Pave,Grvl,3.0,Bnk,AllPub,Inside,2.0,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,Rec,468,Unf,0,350,818,GasA,3.0,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,3.0,5,7.0,0,0.0,Detchd,1926.0,1.0,1,210,3.0,3.0,0.0,0,0,116,0,0,0,0.0,None,None,0,12,2009,WD,Normal,83,5,83.0,2042,1224,1.0,116,1,1,0,0,1,0,0,0,0
50,RL,54.0,7681,Pave,None,2.0,Lvl,AllPub,FR2,2.0,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,Unf,0,Unf,0,731,731,GasA,5.0,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,3.0,7,7.0,1,4.0,Detchd,1921.0,1.0,1,186,2.0,3.0,2.0,192,0,102,0,0,0,0.0,None,None,0,7,2009,WD,Normal,88,59,88.0,2074,1343,1.5,294,1,1,0,1,1,0,0,0,0
20,RL,77.0,8335,Pave,None,3.0,Lvl,AllPub,Corner,2.0,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,Slab,0.0,0.0,0.0,,0,,0,0,0,GasA,4.0,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,3.0,5,5.0,1,4.0,None,0.0,0.0,0,0,0.0,0.0,0.0,0,36,190,0,0,0,0.0,None,None,0,4,2006,WD,Normal,52,52,2006.0,1124,1124,1.0,226,0,0,0,1,1,0,0,0,0
60,RL,,11170,Pave,None,1.0,Lvl,AllPub,Corner,2.0,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,Wood,4.0,3.0,1.0,LwQ,1216,Unf,0,0,1216,GasA,5.0,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,3.0,8,7.0,0,0.0,Attchd,1990.0,3.0,2,693,3.0,3.0,2.0,0,0,0,0,0,0,0.0,GdPrv,None,0,4,2006,WD,Normal,16,15,16.0,3730,2514,2.5,0,1,1,0,0,0,0,0,0,0
120,RM,64.0,5587,Pave,None,2.0,HLS,AllPub,Inside,1.0,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5.0,3.0,PConc,5.0,3.0,4.0,GLQ,1480,Unf,0,120,1600,GasA,5.0,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,4.0,5,7.0,1,4.0,Attchd,2008.0,3.0,2,482,3.0,3.0,2.0,162,53,0,153,0,0,0.0,None,None,0,11,2008,New,Partial,0,0,0.0,3252,1652,3.5,368,1,1,0,1,1,1,0,0,0
60,RL,160.0,15623,Pave,None,2.0,Lvl,AllPub,Corner,2.0,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,4.0,3.0,PConc,5.0,3.0,3.0,GLQ,2096,Unf,0,300,2396,GasA,5.0,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,5.0,10,7.0,2,3.0,Attchd,1996.0,3.0,3,813,3.0,3.0,2.0,171,78,0,0,0,555,5.0,MnPrv,None,0,7,2007,WD,Abnorml,11,11,11.0,6872,4476,4.5,249,1,1,1,1,1,0,0,0,0
30,RL,60.0,10800,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,Rec,821,Unf,0,299,1120,GasA,5.0,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,3.0,5,7.0,1,4.0,Detchd,1970.0,1.0,2,720,3.0,3.0,2.0,229,0,0,0,0,0,0.0,None,None,0,6,2006,WD,Normal,86,56,36.0,2250,1130,2.0,229,1,1,0,1,1,0,0,0,0
20,RL,50.0,35133,Grvl,None,3.0,Lvl,AllPub,Inside,1.0,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,3.0,3.0,CBlock,3.0,3.0,4.0,Rec,1159,Unf,0,413,1572,GasA,4.0,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,3.0,5,7.0,2,3.0,2Types,1963.0,2.0,3,995,3.0,3.0,2.0,0,263,0,0,263,0,0.0,None,None,0,5,2007,WD,Normal,44,44,44.0,3144,1572,2.5,526,1,1,0,1,1,0,0,0,0
50,RL,60.0,9738,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3.0,4.0,BrkTil,3.0,3.0,1.0,BLQ,392,Unf,0,392,784,GasA,4.0,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,3.0,7,7.0,0,0.0,Attchd,1965.0,1.0,1,392,3.0,3.0,2.0,0,0,236,0,0,0,0.0,None,None,0,3,2006,WD,Normal,82,56,41.0,2005,1221,2.0,236,1,1,0,0,1,0,0,0,0
190,RL,107.0,10615,Pave,None,2.0,Bnk,AllPub,Corner,1.0,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,2.0,3.0,2.0,BLQ,440,Unf,0,538,978,GasA,3.0,Y,SBrkr,1014,685,0,1699,1,0,2,0,3,2,3.0,7,7.0,0,0.0,CarPort,1920.0,1.0,2,420,2.0,2.0,2.0,0,74,0,0,0,0,0.0,None,None,0,8,2009,WD,Abnorml,109,39,89.0,2677,1699,3.0,74,1,1,0,0,1,0,0,0,0
20,RL,89.0,12461,Pave,None,3.0,Lvl,AllPub,Corner,2.0,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,1456,Unf,0,168,1624,GasA,5.0,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,4.0,5,7.0,1,2.0,Attchd,1994.0,2.0,3,757,3.0,3.0,2.0,0,114,192,0,0,0,0.0,GdPrv,None,0,7,2006,WD,Normal,12,11,12.0,3248,1624,3.0,306,1,1,0,1,1,0,0,0,0
60,RL,68.0,8935,Pave,None,2.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,831,831,GasA,5.0,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,4.0,7,7.0,0,0.0,Attchd,2002.0,2.0,2,493,3.0,3.0,2.0,144,68,0,0,0,0,0.0,None,None,0,7,2009,WD,Normal,7,7,7.0,2491,1660,2.5,212,1,1,0,0,1,0,0,0,0
60,RL,60.0,7500,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,Unf,0,Unf,0,994,994,GasA,4.0,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,4.0,7,7.0,1,3.0,Attchd,1999.0,3.0,2,442,3.0,3.0,2.0,140,60,0,0,0,0,0.0,None,None,0,6,2010,WD,Normal,11,11,11.0,2798,1804,2.5,200,1,1,0,1,1,0,0,0,0
190,RL,,32463,Pave,None,3.0,Low,AllPub,Inside,1.0,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,3.0,4.0,CBlock,3.0,3.0,3.0,BLQ,1159,Unf,0,90,1249,GasA,5.0,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,3.0,7,7.0,1,3.0,2Types,1975.0,3.0,4,1356,3.0,3.0,2.0,439,0,0,0,0,0,0.0,None,None,0,3,2007,WD,Normal,46,32,32.0,2871,1622,2.0,439,1,1,0,1,1,0,0,0,0
160,FV,24.0,2645,Pave,Pave,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,776,776,GasA,5.0,Y,SBrkr,764,677,0,1441,0,0,2,1,2,1,4.0,5,7.0,0,0.0,Detchd,1999.0,1.0,2,492,3.0,3.0,2.0,206,0,0,0,0,0,0.0,None,None,0,11,2007,WD,Normal,8,7,8.0,2217,1441,2.5,206,1,1,0,0,1,0,0,0,0
50,RM,60.0,9600,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,3.0,3.0,2.0,Unf,0,Unf,0,702,702,GasA,4.0,Y,SBrkr,842,630,0,1472,0,0,1,0,3,1,4.0,6,7.0,0,0.0,Detchd,1925.0,1.0,1,250,3.0,2.0,1.0,0,0,84,0,0,0,0.0,GdWo,None,0,7,2007,WD,Normal,82,13,82.0,2174,1472,1.0,84,1,1,0,0,1,0,0,0,0
120,RM,,4500,Pave,None,3.0,Lvl,AllPub,FR2,2.0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3.0,3.0,PConc,5.0,3.0,1.0,GLQ,883,Unf,0,341,1224,GasA,5.0,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,3.0,5,7.0,0,0.0,Attchd,1999.0,3.0,2,402,3.0,3.0,2.0,0,304,0,0,0,0,0.0,None,None,0,6,2009,WD,Normal,10,10,10.0,2448,1224,3.0,304,1,1,0,0,1,0,0,0,0
