ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_first,exterior_second,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,age_at_sale,years_since_remodel,mortgage_rate,days_on_market,distance_to_center,sale_year,sale_month,sale_quarter,sale_ym_index,garage_age_at_sale,total_sf,total_above_ground_sf,total_bath,total_porch_sf,has_basement,has_garage,has_pool,has_fireplace,has_fence,has_porch,is_new_house,qual_gr_liv_area,qual_total_sf,age_qual_interaction,age_negative_flag,remodel_negative_flag,garage_age_negative_flag
20,RL,55.0,8250,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,4.0,250,2.0,492,210,952,GasA,5.0,Y,SBrkr,1211,0,0,1211,0,0,1,0,3,1,3.0,5,7.0,1,3.0,Attchd,1968.0,1.0,1,322,3.0,3.0,2.0,0,63,0,0,0,0,0.0,NoFeature,NoFeature,0,8,2008,WD,Normal,40,40,6.4775,35,2.34,2008,8,3,32,40.0,2163,1211,1.0,63,1,1,0,1,0,1,0,6055,10815,200,0,0,0
50,RL,78.0,10496,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3.0,3.0,CBlock,3.0,3.0,2.0,3.0,196,1.0,0,844,1040,GasA,5.0,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,3.0,7,7.0,1,4.0,Attchd,1949.0,1.0,1,315,3.0,3.0,2.0,0,0,0,0,0,0,0.0,GdWo,NoFeature,0,1,2007,WD,Normal,58,57,6.2175,35,2.23,2007,1,1,13,58.0,2886,1846,2.0,0,1,1,0,1,1,0,0,11076,17316,348,0,0,0
20,RL,89.0,10680,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3.0,3.0,CBlock,3.0,2.0,1.0,2.0,756,1.0,0,1380,2136,GasA,3.0,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,3.0,7,4.0,0,0.0,Detchd,1951.0,1.0,2,528,3.0,3.0,2.0,0,30,0,0,0,0,0.0,MnPrv,NoFeature,0,10,2006,WD,Normal,55,55,6.3575,46,1.74,2006,10,4,10,55.0,4272,2136,2.0,30,1,1,0,0,1,1,0,10680,21360,275,0,0,0
60,RL,60.0,15384,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,724,1.0,0,64,788,GasA,5.0,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,4.0,8,7.0,1,4.0,Attchd,2004.0,3.0,2,388,3.0,3.0,2.0,100,75,0,0,0,0,0.0,NoFeature,NoFeature,0,2,2008,WD,Normal,4,3,5.9175,30,3.39,2008,2,1,26,4.0,2278,1490,3.5,175,1,1,0,1,0,1,0,10430,15946,28,0,0,0
80,RL,65.0,10482,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3.0,4.0,CBlock,3.0,3.0,3.0,6.0,507,1.0,0,81,588,GasA,5.0,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1958.0,2.0,1,264,3.0,3.0,2.0,224,0,0,0,0,0,0.0,MnWw,NoFeature,0,6,2007,WD,Normal,49,49,6.657500000000001,46,2.3,2007,6,2,18,49.0,1726,1138,1.5,224,1,1,0,0,1,1,0,6828,10356,294,0,0,0
60,RL,86.0,14598,Pave,NoFeature,2.0,Lvl,AllPub,CulDSac,2.0,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4.0,3.0,PConc,4.0,3.0,2.0,1.0,0,1.0,0,894,894,GasA,5.0,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,4.0,9,7.0,1,4.0,BuiltIn,2007.0,3.0,3,668,3.0,3.0,2.0,100,18,0,0,0,0,0.0,NoFeature,NoFeature,0,1,2008,WD,Normal,1,1,5.758,30,3.42,2008,1,1,25,1.0,2827,1933,2.5,118,1,1,0,1,0,1,0,11598,16962,6,0,0,0
20,RL,72.0,8872,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,595,1.0,0,317,912,GasA,5.0,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,4.0,5,7.0,0,0.0,Detchd,1992.0,1.0,2,576,3.0,3.0,2.0,0,240,0,0,0,0,0.0,NoFeature,NoFeature,0,12,2008,WD,Normal,43,0,5.286,50,2.18,2008,12,4,36,16.0,1824,912,2.0,240,1,1,0,0,0,1,0,4560,9120,215,0,0,0
120,RL,65.0,8769,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5.0,3.0,PConc,5.0,3.0,1.0,6.0,1540,1.0,0,162,1702,GasA,5.0,Y,SBrkr,1702,0,0,1702,1,0,1,1,1,1,5.0,7,7.0,1,4.0,Attchd,2008.0,3.0,3,1052,3.0,3.0,2.0,0,72,0,0,224,0,0.0,NoFeature,NoFeature,0,10,2008,New,Partial,0,0,6.2,54,4.87,2008,10,4,34,0.0,3404,1702,2.5,296,1,1,0,1,0,1,1,15318,30636,0,0,0,0
80,RL,70.0,7910,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,666,1.0,0,409,1075,GasA,4.0,Y,SBrkr,1507,0,0,1507,0,0,2,0,4,1,3.0,7,3.0,0,0.0,Basment,1960.0,1.0,1,404,3.0,3.0,2.0,0,0,0,0,0,0,0.0,GdWo,NoFeature,0,8,2008,WD,Normal,48,48,6.4775,37,2.46,2008,8,3,32,48.0,2582,1507,2.0,0,1,1,0,0,1,0,0,7535,12910,240,0,0,0
90,RL,72.0,18890,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,NoFeature,1.0,3.0,3.0,CBlock,4.0,3.0,1.0,6.0,498,3.0,211,652,1361,GasA,5.0,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3.0,12,7.0,1,3.0,BuiltIn,1977.0,2.0,2,600,3.0,3.0,0.0,155,24,145,0,0,0,0.0,NoFeature,Gar2,8300,8,2007,WD,Normal,30,30,6.572,82,2.13,2007,8,3,20,30.0,3981,2620,3.0,324,1,1,0,1,0,1,0,13100,19905,150,0,0,0
90,RL,70.0,7728,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3.0,3.0,CBlock,3.0,3.0,3.0,5.0,803,1.0,0,303,1106,GasA,3.0,Y,SBrkr,1190,0,0,1190,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1962.0,1.0,2,540,3.0,3.0,2.0,0,18,0,0,0,0,0.0,GdWo,NoFeature,0,5,2006,WD,Normal,44,44,6.5975,27,2.21,2006,5,2,5,44.0,2296,1190,2.0,18,1,1,0,0,1,1,0,5950,11480,220,0,0,0
90,RL,70.0,9842,Pave,NoFeature,3.0,Lvl,AllPub,FR2,2.0,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,NoFeature,0.0,3.0,3.0,Slab,0.0,0.0,0.0,0.0,0,0.0,0,0,0,GasA,3.0,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,3.0,6,7.0,0,0.0,CarPort,1962.0,1.0,2,462,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,3,2007,WD,Normal,45,45,6.156000000000001,36,1.87,2007,3,1,15,45.0,1224,1224,2.0,0,0,1,0,0,0,0,0,4896,4896,180,0,0,0
20,RL,73.0,12160,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3.0,3.0,CBlock,3.0,3.0,1.0,3.0,1000,1.0,0,188,1188,GasA,2.0,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1959.0,2.0,2,531,3.0,3.0,2.0,0,0,0,0,0,0,0.0,MnPrv,NoFeature,0,5,2010,COD,Abnorml,51,51,4.8875,44,2.06,2010,5,2,53,51.0,2376,1188,2.0,0,1,1,0,0,1,0,0,5940,11880,255,0,0,0
70,RH,55.0,8525,Pave,NoFeature,3.0,Bnk,AllPub,Inside,2.0,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,NoFeature,0.0,3.0,3.0,PConc,3.0,3.0,3.0,1.0,0,1.0,0,940,940,GasA,3.0,N,FuseA,1024,940,0,1964,0,0,1,1,4,1,3.0,7,7.0,0,0.0,NoFeature,0.0,0.0,0,0,0.0,0.0,0.0,0,192,0,0,0,0,0.0,NoFeature,NoFeature,0,11,2008,WD,Abnorml,97,58,6.0875,46,0.4,2008,11,4,35,2008.0,2904,1964,1.5,192,1,0,0,0,0,1,0,9820,14520,485,0,0,0
70,RL,96.0,13132,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoFeature,0.0,3.0,3.0,BrkTil,4.0,3.0,2.0,1.0,0,1.0,0,747,747,GasA,4.0,Y,FuseF,892,892,0,1784,0,0,1,1,4,1,3.0,9,7.0,0,0.0,Detchd,1914.0,1.0,1,180,2.0,2.0,0.0,203,40,0,0,0,0,0.0,NoFeature,NoFeature,0,7,2006,WD,Normal,92,56,6.7625,26,2.18,2006,7,3,7,92.0,2531,1784,1.5,243,1,1,0,0,0,1,0,8920,12655,460,0,0,0
160,RL,36.0,2628,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,764,764,GasA,5.0,Y,SBrkr,764,862,0,1626,0,0,2,1,2,1,4.0,6,7.0,0,0.0,BuiltIn,2003.0,2.0,2,474,3.0,3.0,2.0,0,27,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2010,WD,Normal,7,7,4.7375,39,4.97,2010,6,2,54,7.0,2390,1626,2.5,27,1,1,0,0,0,1,0,11382,16730,49,0,0,0
60,RL,41.0,12393,Pave,NoFeature,1.0,Lvl,AllPub,FR2,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,847,847,GasA,5.0,Y,SBrkr,847,1101,0,1948,0,0,2,1,4,1,4.0,8,7.0,1,4.0,BuiltIn,2004.0,3.0,2,434,3.0,3.0,2.0,100,48,0,0,0,0,0.0,NoFeature,NoFeature,0,9,2006,WD,Normal,2,1,6.4025,52,2.23,2006,9,3,9,2.0,2795,1948,2.5,148,1,1,0,1,0,1,0,13636,19565,14,0,0,0
20,RL,63.0,13072,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1141,1141,GasA,5.0,Y,SBrkr,1141,0,0,1141,0,0,1,1,3,1,3.0,6,7.0,0,0.0,Detchd,2005.0,1.0,2,484,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,3,2006,WD,Abnorml,1,1,6.324,45,2.31,2006,3,1,3,1.0,2282,1141,1.5,0,1,1,0,0,0,0,0,6846,13692,6,0,0,0
20,RL,64.0,9037,Pave,NoFeature,2.0,HLS,AllPub,Inside,2.0,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,428,1.0,0,1048,1476,GasA,5.0,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,5.0,6,7.0,1,4.0,Attchd,2006.0,2.0,2,472,3.0,3.0,2.0,120,33,0,0,0,0,0.0,NoFeature,NoFeature,0,12,2007,WD,Normal,1,1,6.095,37,3.45,2007,12,4,24,1.0,2960,1484,2.0,153,1,1,0,1,0,1,0,11872,23680,8,0,0,0
60,RL,65.0,8158,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,550,1.0,0,334,884,GasA,5.0,Y,SBrkr,884,884,0,1768,1,0,2,1,3,1,4.0,8,7.0,0,0.0,Attchd,2003.0,2.0,2,543,3.0,3.0,2.0,0,63,0,0,0,0,0.0,NoFeature,NoFeature,0,7,2008,WD,Normal,5,5,6.425999999999999,27,2.71,2008,7,3,31,5.0,2652,1768,3.5,63,1,1,0,0,0,1,0,12376,18564,35,0,0,0
20,RL,83.0,9849,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,3.0,1.0,0,1.0,0,1689,1689,GasA,5.0,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2007.0,2.0,3,954,3.0,3.0,2.0,0,56,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2007,New,Partial,0,0,6.657500000000001,45,3.21,2007,6,2,18,0.0,3378,1689,2.0,56,1,1,0,0,0,1,1,11823,23646,0,0,0,0
85,RL,85.0,10625,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3.0,3.0,CBlock,4.0,3.0,4.0,6.0,885,2.0,168,0,1053,GasA,3.0,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,4.0,6,7.0,2,3.0,Attchd,1974.0,2.0,2,528,3.0,3.0,2.0,0,120,0,0,0,0,0.0,MnPrv,NoFeature,0,1,2010,WD,Family,36,36,5.03,40,2.82,2010,1,1,49,36.0,2226,1173,3.0,120,1,1,0,1,1,1,0,8211,15582,252,0,0,0
20,RL,107.0,13891,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,5.0,3.0,PConc,5.0,4.0,4.0,6.0,1386,1.0,0,690,2076,GasA,5.0,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,1,5.0,7,7.0,1,4.0,Attchd,2006.0,3.0,3,850,3.0,3.0,2.0,216,229,0,0,0,0,0.0,NoFeature,NoFeature,0,9,2006,New,Partial,0,0,6.4025,75,4.82,2006,9,3,9,0.0,4152,2076,3.5,445,1,1,0,1,0,1,1,20760,41520,0,0,0,0
70,RL,70.0,11435,Pave,NoFeature,2.0,HLS,AllPub,Corner,1.0,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,NoFeature,0.0,3.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,792,792,GasA,2.0,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,4.0,7,7.0,2,4.0,Detchd,1931.0,1.0,2,400,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2006,WD,Normal,77,56,6.682,51,2.26,2006,6,2,6,75.0,2309,1517,1.0,0,1,1,0,1,0,0,0,12136,18472,616,0,0,0
80,RL,78.0,12090,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3.0,3.0,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,585,585,GasA,5.0,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,1,3.0,7,7.0,1,3.0,BuiltIn,1984.0,3.0,2,477,3.0,3.0,2.0,268,112,0,0,147,0,0.0,NoFeature,NoFeature,0,1,2007,WD,Abnorml,23,4,6.2175,27,3.74,2007,1,1,13,23.0,2453,1868,3.5,527,1,1,0,1,0,1,0,11208,14718,138,0,0,0
60,FV,65.0,8125,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,756,756,GasA,5.0,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,4.0,6,7.0,0,0.0,Attchd,2005.0,2.0,2,615,3.0,3.0,2.0,0,45,0,0,0,0,0.0,NoFeature,NoFeature,0,3,2006,New,Partial,1,0,6.324,44,3.73,2006,3,1,3,1.0,2309,1553,2.5,45,1,1,0,0,0,1,1,10871,16163,7,0,0,0
80,RL,74.0,12328,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3.0,3.0,CBlock,3.0,3.0,3.0,6.0,539,1.0,0,473,1012,GasA,3.0,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1976.0,1.0,3,888,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2010,WD,Normal,34,34,4.8875,29,3.28,2010,5,2,53,34.0,2046,1034,2.0,0,1,1,0,0,0,0,0,6204,12276,204,0,0,0
75,RM,60.0,9600,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,NoFeature,0.0,3.0,3.0,BrkTil,4.0,3.0,1.0,3.0,319,1.0,0,416,735,OthW,2.0,N,SBrkr,1134,924,0,2058,0,0,1,1,3,1,3.0,8,7.0,1,4.0,Detchd,1950.0,1.0,2,396,2.0,2.0,1.0,0,0,259,0,0,0,0.0,NoFeature,NoFeature,0,4,2008,WD,Normal,91,58,5.9175,35,0.81,2008,4,2,28,58.0,2793,2058,1.5,259,1,1,0,1,0,1,0,12348,16758,546,0,0,0
20,RL,60.0,7200,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,4.0,534,3.0,96,246,876,GasA,3.0,Y,SBrkr,988,0,0,988,0,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1950.0,1.0,1,276,3.0,3.0,2.0,0,80,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2007,WD,Normal,57,57,6.2620000000000005,49,1.76,2007,5,2,17,57.0,1864,988,1.0,80,1,1,0,0,0,1,0,4940,9320,285,0,0,0
20,RL,93.0,11160,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,NoFeature,0.0,4.0,3.0,CBlock,3.0,3.0,1.0,5.0,1065,1.0,0,1045,2110,GasA,5.0,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,5.0,8,7.0,2,3.0,Attchd,1968.0,3.0,2,522,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,4,2010,WD,Normal,42,42,5.098000000000001,49,1.89,2010,4,2,52,42.0,4220,2110,3.5,0,1,1,0,1,0,0,0,14770,29540,294,0,0,0
120,RL,92.0,3136,Pave,NoFeature,2.0,Lvl,AllPub,Corner,2.0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1405,1405,GasA,5.0,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,4.0,6,7.0,1,4.0,Attchd,2003.0,2.0,2,478,3.0,3.0,2.0,148,36,0,0,0,0,0.0,NoFeature,NoFeature,0,3,2006,WD,Normal,3,3,6.324,37,4.79,2006,3,1,3,3.0,2810,1405,2.0,184,1,1,0,1,0,1,0,9835,19670,21,0,0,0
20,RL,62.0,9858,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,4.0,510,1.0,0,354,864,GasA,3.0,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,3.0,5,7.0,0,0.0,Attchd,1968.0,2.0,1,288,3.0,3.0,2.0,33,0,0,0,0,0,0.0,GdWo,Shed,600,11,2009,WD,Normal,41,41,4.875,50,2.79,2009,11,4,47,41.0,1738,874,2.0,33,1,1,0,0,1,1,0,4370,8690,205,0,0,0
60,RL,80.0,17542,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,NoFeature,0.0,4.0,3.0,CBlock,3.0,3.0,4.0,2.0,125,5.0,1031,36,1192,GasA,3.0,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,4.0,9,7.0,2,4.0,Attchd,1974.0,2.0,2,518,3.0,3.0,2.0,220,47,0,0,0,0,0.0,MnPrv,NoFeature,0,7,2007,WD,Normal,33,4,6.695,59,4.35,2007,7,3,19,33.0,3359,2167,3.5,267,1,1,0,1,1,1,0,15169,23513,231,0,0,0
60,RL,60.0,6931,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,746,746,GasA,5.0,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,4.0,7,7.0,1,4.0,BuiltIn,2003.0,3.0,2,397,3.0,3.0,2.0,178,128,0,0,0,0,0.0,NoFeature,NoFeature,0,7,2008,WD,Normal,5,4,6.425999999999999,41,2.69,2008,7,3,31,5.0,2402,1656,2.5,306,1,1,0,1,0,1,0,11592,16814,35,0,0,0
50,RM,52.0,6240,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoFeature,0.0,3.0,3.0,BrkTil,3.0,2.0,1.0,2.0,425,1.0,0,459,884,GasA,3.0,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,3.0,6,7.0,1,4.0,Detchd,1978.0,1.0,1,560,3.0,3.0,2.0,0,0,0,0,120,0,0.0,NoFeature,NoFeature,0,11,2007,WD,Normal,76,57,6.208,38,1.73,2007,11,4,23,29.0,2251,1367,1.0,120,1,1,0,1,0,1,0,8202,13506,456,0,0,0
20,RL,91.0,14303,Pave,NoFeature,2.0,Lvl,AllPub,Corner,2.0,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4.0,3.0,PConc,4.0,3.0,4.0,6.0,1314,1.0,0,672,1986,GasA,5.0,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,4.0,7,7.0,1,3.0,Attchd,1994.0,3.0,2,691,3.0,3.0,2.0,262,36,0,0,0,0,0.0,NoFeature,NoFeature,0,8,2008,WD,Normal,14,14,6.4775,49,4.24,2008,8,3,32,14.0,3973,1987,3.0,298,1,1,0,1,0,1,0,15896,31784,112,0,0,0
30,RL,56.0,4060,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoFeature,0.0,3.0,3.0,PConc,2.0,3.0,1.0,1.0,0,1.0,0,864,864,GasA,5.0,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3.0,4,7.0,0,0.0,NoFeature,0.0,0.0,0,0,0.0,0.0,2.0,0,96,0,0,0,0,0.0,NoFeature,NoFeature,0,7,2009,WD,Normal,87,59,5.222,39,2.71,2009,7,3,43,2009.0,1728,864,1.0,96,1,0,0,0,0,1,0,4320,8640,435,0,0,0
80,RL,59.0,9587,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4.0,3.0,PConc,4.0,3.0,4.0,6.0,655,1.0,0,201,856,GasA,5.0,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,4.0,5,7.0,0,0.0,Attchd,2005.0,3.0,2,400,3.0,3.0,2.0,212,0,0,0,0,0,0.0,NoFeature,NoFeature,0,7,2008,WD,Normal,3,3,6.425999999999999,42,3.96,2008,7,3,31,3.0,2022,1166,3.0,212,1,1,0,0,0,1,0,8162,14154,21,0,0,0
