overall_qual,gr_liv_area,neighborhood,garage_cars,total_bsmt_sf,mortgage_rate,days_on_market,distance_to_center,total_sf,age_at_sale,years_since_remodel,total_bath,predicted_sale_price,actual_sale_price
5,1110,Mitchel,2,1097,5.222,30,2.97,7.699842407396986,31,31,2.0,164842.30390059212,165500
6,1484,OldTown,0,742,6.32,23,0.72,7.708410667257367,94,7,2.0,123316.1996078777,128000
6,1342,NWAmes,2,1372,5.0575,41,3.68,7.906547232368036,42,42,2.0,157757.42557305747,161500
5,1652,OldTown,1,686,4.7375,21,0.85,7.757478766584179,95,60,3.0,123483.32876073585,139000
7,2084,SawyerW,2,956,5.03,45,2.84,8.019941687677365,6,6,3.5,225236.93033877038,233000
4,901,OldTown,1,901,6.4775,56,0.73,7.497207223203318,54,8,1.0,108412.99376752177,107900
6,2087,ClearCr,2,832,6.695,52,2.5,7.979338895262328,41,0,2.5,221410.08397445196,187500
7,1145,Blmngtn,2,1145,5.0575,32,2.34,7.736743682453495,4,3,2.0,163871.96275633117,160200
6,1062,Mitchel,2,1029,6.2620000000000005,43,2.64,7.645875825184813,31,31,2.0,153455.40361633166,146800
7,2013,NoRidge,2,1117,6.657500000000001,35,4.22,8.049107721326406,11,10,3.5,254816.42969482503,269790
8,1496,Somerst,2,1496,6.657500000000001,44,3.63,8.0040315078527,0,0,2.0,238180.41292545013,225000
7,1895,Gilbert,2,712,6.2,31,3.67,7.866338923046544,14,12,2.5,203976.84021126392,194500
6,1564,SawyerW,2,650,5.098000000000001,35,2.64,7.703007682479236,30,29,2.5,159384.1511039031,171000
6,1285,Sawyer,2,660,6.18,34,2.36,7.57353126274595,30,30,1.5,138964.48561928017,143500
5,773,NAmes,1,773,5.9175,42,2.08,7.344072850573066,55,55,1.0,94651.51002230389,110000
9,3140,NridgHt,3,1926,5.222,152,4.8,8.53050420547591,1,0,3.5,479126.5227212727,485000
5,1768,SWISU,1,731,6.657500000000001,28,0.95,7.824046010856292,70,57,2.5,157930.93028482518,175000
6,1688,ClearCr,2,616,6.036,36,2.66,7.742835955430749,11,11,3.5,195502.1872511691,200000
4,1196,IDOTRR,2,1196,6.695,38,0.16,7.780303087908373,91,17,2.0,122339.06917019223,109900
7,1456,CollgCr,2,728,6.2,35,2.56,7.68937110752969,3,3,3.5,195894.38435918363,189000
9,2822,NridgHt,3,1734,5.047499999999999,131,4.35,8.424419791263883,1,0,3.5,447509.3216794222,582933
5,1128,NAmes,1,936,6.682,46,2.0,7.632885505395133,52,52,1.0,107462.96468270077,118000
7,1428,Somerst,2,1417,6.425999999999999,43,3.37,7.953669778649798,0,0,2.0,213679.5730017008,227680
5,980,NAmes,1,980,6.3575,31,2.21,7.581209826196346,39,39,2.0,128737.52584820756,135500
5,1576,BrkSide,2,1324,4.8575,31,0.71,7.972810784121404,86,5,3.5,207545.99855824976,223500
5,1086,NAmes,2,1024,6.682,47,1.68,7.65491704784832,40,40,2.0,140591.51856128348,159950
5,2138,OldTown,2,849,4.875,41,0.79,8.002359546252707,111,44,2.0,115878.45879245158,106000
6,1309,NWAmes,2,1040,6.145,37,3.62,7.762170607138205,32,7,2.5,176143.09430089782,181000
6,848,CollgCr,2,848,6.32,41,2.46,7.436617265234227,4,4,2.0,146974.99418951385,144500
5,1044,IDOTRR,2,540,4.7375,42,0.9,7.368339686311381,58,58,1.0,71678.08786039535,55993
6,1442,NAmes,1,1442,6.18,28,1.95,7.9672801789422,49,49,1.5,160578.6652260576,157900
5,1250,Edwards,1,686,6.7625,41,2.84,7.5688956634069955,88,56,2.0,118974.55111743028,116000
7,1661,CollgCr,2,1649,4.8875,26,2.25,8.105005537547246,12,12,2.0,202839.68507419314,224900
5,1008,NAmes,1,1008,6.7625,40,1.46,7.6093665379542115,52,52,1.0,136378.90589937154,137000
8,1689,Mitchel,3,1568,6.425999999999999,36,2.91,8.08886878916199,6,6,3.0,267348.33936097234,271000
6,1052,ClearCr,2,1010,4.7375,44,2.45,7.631916513071252,39,39,2.0,151606.4066018596,155000
7,1358,NridgHt,2,1358,4.7375,44,4.83,7.907283609426348,1,0,3.0,228571.21971880278,224000
7,1640,CollgCr,2,798,6.32,33,2.34,7.79934339821592,5,5,2.5,183227.89750243496,183000
4,936,OldTown,2,936,5.13,54,0.45,7.5352967024440884,56,56,1.0,86593.72432145022,93000
7,1733,Gilbert,2,847,6.375,32,3.34,7.855932199718614,4,4,2.5,201540.52873104243,225000
6,1489,SWISU,1,778,5.222,23,1.28,7.7266536648476425,69,59,2.0,144002.10694989105,139500
8,1489,Somerst,2,1489,6.682,45,3.39,7.999342952713282,0,0,2.0,234082.34794615465,232600
10,2084,NridgHt,3,2078,6.32,75,5.02,8.333991247194975,1,0,3.0,409374.30652320274,385000
5,784,BrkSide,0,784,6.036,50,0.91,7.358193752733032,84,58,2.0,101908.98813405378,109500
7,1434,SawyerW,2,1454,4.8100000000000005,32,2.73,7.968665700466235,8,8,2.0,202071.24590071148,189000
5,2126,ClearCr,2,1013,5.42,46,2.79,8.0519780789023,42,42,3.0,183931.0995831802,185000
7,1223,Somerst,2,600,6.7625,29,3.61,7.463936604468925,1,1,2.5,153153.7647278375,147400
6,1392,NAmes,2,1392,6.32,22,2.12,7.932003152361385,51,51,2.5,164251.27809264913,166000
7,1200,Somerst,2,600,6.682,31,3.27,7.450660796211539,1,1,2.5,154021.300617083,151000
7,1829,CollgCr,2,941,5.03,29,1.9,7.9269635448629785,7,7,3.5,235144.51345720713,237000
6,1516,NAmes,2,1516,5.13,28,2.06,8.017307507688582,45,45,1.5,163871.90872347253,167000
5,1144,NAmes,2,1144,6.0375,30,2.2,7.735870319952567,47,47,2.0,134312.0959600191,139950
4,1067,Sawyer,2,1067,4.99,33,2.06,7.666221925662725,60,15,2.0,131454.19725219207,128000
5,1559,OldTown,2,1559,6.657500000000001,30,0.61,8.045267716607803,59,34,2.0,143795.23884466127,153500
6,987,BrDale,1,483,6.0875,39,1.84,7.293697720601438,35,35,2.5,98670.93950109453,100000
5,1099,CollgCr,1,1099,6.32,31,1.7,7.695757990554761,13,2,1.5,145926.5451494002,144000
5,1200,Edwards,1,768,6.036,28,2.98,7.585281078639126,62,13,1.0,128294.57609164072,130500
6,1482,SWISU,1,672,5.97,37,0.76,7.675546002537848,83,58,2.0,136497.21817074015,140000
5,1539,OldTown,2,650,6.32,35,1.39,7.691656822810547,104,6,2.0,159179.3773154226,157500
6,1165,NAmes,2,1127,6.036,41,2.32,7.737616282857904,42,42,2.5,162923.39283162297,174900
5,1800,NAmes,0,1800,6.695,27,2.05,8.188966863648876,46,46,2.0,121745.05600572366,141000
5,1416,OldTown,3,876,6.32,38,1.08,7.737616282857904,93,58,1.5,141999.57493950415,153900
5,1701,Sawyer,2,1390,6.2175,36,1.94,8.036573409707312,32,26,3.0,177467.73000619648,171000
7,1775,SawyerW,2,740,5.222,37,2.86,7.830425617820331,16,16,3.5,208009.54381658905,213000
5,864,CollgCr,1,864,5.1925,41,2.54,7.455298485683291,37,37,2.0,134125.0246201714,133500
6,2358,ClearCr,2,907,6.0375,59,2.96,8.09132127353041,100,11,3.0,225272.87065855108,240000
6,1855,Veenker,2,528,6.572,40,4.35,7.776535028185241,31,13,2.5,180024.3686902945,187000
6,848,CollgCr,2,848,6.208,52,2.2,7.436617265234227,4,4,2.0,138380.6705037312,131500
8,1456,Blmngtn,2,1273,6.5975,34,2.38,7.912056888179006,3,3,2.0,192295.67987932448,215000
7,1646,Crawfor,1,918,6.572,45,2.3,7.84971375760487,66,57,2.0,171011.339283028,164000
6,1445,NAmes,2,1127,5.1925,24,2.2,7.8528278122817445,45,45,1.5,167518.97173265513,158000
5,1779,Sawyer,2,1763,6.7625,31,2.94,8.172729104865471,51,32,2.5,173467.82014955825,170000
5,1040,Sawyer,1,1040,5.098000000000001,36,2.23,7.640603826393634,48,0,2.5,143577.96015063717,127000
6,1026,CollgCr,2,940,6.2,45,2.12,7.584264818389059,30,30,2.0,148833.3649518984,147000
6,1481,Gilbert,2,702,5.0025,32,4.02,7.688913336864796,15,14,2.5,155147.74773815912,174000
7,1370,NWAmes,2,1090,5.42,33,3.61,7.8083230503910555,33,33,2.0,150016.5467226198,152000
6,2654,NWAmes,2,1054,6.523999999999999,90,3.49,8.21851757748959,38,22,3.5,237170.3449762293,250000
7,1426,Crawfor,1,912,6.657500000000001,26,2.3,7.757478766584179,89,9,1.5,175670.82785468432,189950
5,1039,Sawyer,2,1039,5.098000000000001,35,2.76,7.639642287858013,45,45,2.5,132954.88787560264,131500
6,1097,SawyerW,2,1040,4.8875,35,2.98,7.6676260915849905,26,25,2.0,147202.03751252888,152000
5,1148,NAmes,1,1148,5.222,36,2.23,7.739359202689098,50,50,2.0,131954.16991090676,132500
7,1372,Somerst,2,1372,6.036,27,3.71,7.917536353943631,1,0,2.0,205386.5019422874,250580
5,1002,NAmes,2,1002,5.1925,45,2.26,7.60339933974067,39,39,2.0,132306.15513926913,148500
8,1646,Timber,3,1638,6.208,53,4.26,8.09712193091871,1,0,2.0,265431.09881572,248900
4,1120,Sawyer,2,1040,6.2620000000000005,39,1.98,7.6783263565068856,46,46,2.5,120549.56922329176,129000
5,2320,Gilbert,2,0,6.5975,51,3.97,7.7266536648476425,58,56,2.0,169276.0212944027,169000
7,1949,SawyerW,2,1050,4.7375,43,2.46,8.006367567650246,17,16,3.5,232967.83434605194,236000
5,894,NAmes,1,894,5.1925,49,2.1,7.489412083508719,47,47,1.0,99755.55386358917,109500
6,1682,CollgCr,2,804,4.7375,35,2.27,7.818832443803404,12,12,2.5,181290.85707886124,200500
5,910,NAmes,2,105,6.2,38,1.67,6.923628628138427,55,12,1.0,112472.90780695903,116000
5,1268,NAmes,1,832,5.0575,23,2.31,7.533158807455563,60,59,1.0,126725.94145443132,133000
5,1131,OldTown,1,676,5.1925,27,0.7,7.4999765409521215,68,59,1.5,91404.26541855535,66500
8,2610,Somerst,2,1184,6.572,98,3.98,8.24143968982973,0,0,2.5,338064.5068301767,303477
4,1040,Mitchel,2,1064,6.2175,36,3.24,7.652070746116482,44,44,2.0,140488.15059334767,132250
9,2224,NridgHt,3,1462,5.42,65,4.73,8.212568398234145,5,4,3.5,337384.2044431293,350000
5,1155,Sawyer,2,1109,4.7375,31,2.15,7.725330037917135,49,15,2.0,146016.3161439602,148000
5,864,CollgCr,1,864,5.222,49,1.55,7.455298485683291,31,4,2.0,133600.0200875954,136500
5,1090,Edwards,2,1090,6.657500000000001,47,2.85,7.687538766201629,2,1,2.5,147828.31431012572,157000
7,1717,Timber,2,1156,6.18,40,3.81,7.96346006663897,17,16,2.5,209560.19726954852,187500
6,1593,Gilbert,2,808,4.93,32,3.55,7.784057002639929,17,16,2.5,170041.68802628177,178000
4,2230,SWISU,1,795,6.324,51,1.45,7.841885928984623,94,56,2.0,121637.18575107593,118500
5,892,NAmes,1,892,5.222,38,2.29,7.487173694213739,42,42,1.0,106325.79673187574,100000
9,1709,Somerst,2,1698,5.758,59,3.78,8.133880887949207,9,8,3.0,269005.8941628519,328900
5,1712,NAmes,2,1626,6.682,28,1.41,8.113426639943654,47,1,2.0,154052.71840525232,145000
5,1393,Edwards,1,816,5.9175,40,3.2,7.700747794511798,53,53,1.5,142987.6003156797,135500
8,2217,NAmes,2,2217,6.375,67,2.41,8.39728289474368,37,37,3.0,301556.92730287707,268000
6,1505,NAmes,2,1505,5.13,37,2.03,8.010027528481734,56,56,2.0,160358.1033472258,149500
5,924,NAmes,2,672,6.695,48,2.23,7.3758821482150125,58,1,1.0,117291.52970987283,122900
6,1683,Sawyer,2,918,5.222,38,2.2,7.86403565907245,31,31,2.5,170551.36320485128,172500
6,1068,Sawyer,1,1059,6.2525,38,2.26,7.662937850461535,43,3,1.5,151504.07389273882,154500
5,1383,Sawyer,1,1383,6.32,30,2.11,7.925518979786926,54,54,2.0,148211.70814448656,165000
5,1535,SawyerW,2,0,5.42,22,2.85,7.336936913707618,30,30,2.0,115006.80969615311,118858
6,1796,NAmes,2,780,6.2,39,1.81,7.854381210652365,45,45,2.5,157524.33573248034,140000
4,951,IDOTRR,1,951,6.5075,57,0.79,7.551186867296149,70,56,1.0,91568.59298077482,106500
5,2240,SawyerW,2,0,5.42,56,2.92,7.714677473800927,30,30,2.0,134352.67046072672,142953
9,2364,NridgHt,3,2330,4.9675,75,4.71,8.454253391642363,1,0,3.5,450548.3328002981,611657
5,1236,Sawyer,1,912,6.682,35,2.38,7.67275789664251,45,12,1.0,130217.43377182714,135000
4,858,NAmes,1,858,6.657500000000001,60,1.57,7.448333860897476,36,36,1.0,110360.63898871004,110000
5,1306,NAmes,1,992,4.8575,34,2.08,7.740229524763182,52,9,2.0,147127.97410864395,153000
7,1509,Gilbert,2,783,6.7625,31,4.17,7.737616282857904,3,3,2.5,179533.5289973356,180000
7,1670,Gilbert,3,1670,6.523999999999999,33,3.89,8.114025442356757,0,0,2.0,249274.42033337706,240000
5,902,Sawyer,1,876,6.572,45,3.0,7.483806687665835,40,40,1.0,114960.65784697412,125500
5,1063,NAmes,1,1056,4.99,31,2.22,7.659171367666058,56,56,2.0,123197.56329859653,128000
8,1636,Somerst,3,1623,6.657500000000001,44,3.11,8.089482474360754,1,1,3.0,269344.2879966515,255000
7,2057,Crawfor,1,1017,6.682,39,2.72,8.031060180240619,70,19,1.5,235505.22829942586,250000
5,902,Mitchel,2,864,6.682,46,2.4,7.4770384723196965,23,23,2.0,126173.97667425207,131000
6,1484,Gilbert,2,742,5.42,31,3.25,7.708410667257367,4,4,2.5,174820.80088779586,174000
5,2274,NAmes,2,1105,5.03,58,1.65,8.125630988477065,50,50,2.0,154959.1909560026,154300
5,1268,CollgCr,1,1268,4.952,34,2.29,7.838737559599282,32,20,1.5,162268.73129702435,143500
5,1015,BrkSide,1,768,6.7625,49,1.21,7.486613313139955,81,56,1.0,96533.84678565172,88000
5,2002,Crawfor,3,1001,6.572,43,2.85,8.007700012884026,58,57,2.0,164864.6785456307,145000
6,1224,Somerst,2,612,5.42,31,3.61,7.515889085215125,0,0,2.5,174546.76085637126,173733
4,1092,MeadowV,1,546,6.2175,34,2.54,7.40184157874383,37,37,1.5,87191.27564501221,75000
2,480,IDOTRR,1,480,6.3575,94,0.37,6.8679744089702925,57,56,1.0,47784.63940148748,35311
4,1229,Edwards,1,1134,4.8100000000000005,41,3.32,7.768110378525988,53,53,1.0,131671.37355783393,135000
7,2127,SawyerW,3,1104,6.208,41,2.53,8.080856419640986,16,16,3.5,255779.46543756788,238000
6,1414,NAmes,2,1184,6.036,24,2.07,7.8628820346414905,50,6,2.0,190770.3241624923,176500
6,1721,SawyerW,2,928,6.695,41,2.27,7.882314918980268,13,13,3.0,191999.63948230204,201000
5,2200,Edwards,0,1272,6.0375,53,3.06,8.152774052744075,108,5,5.0,153661.3741523558,145900
6,1316,Gilbert,2,1316,6.3575,42,3.82,7.87587915949631,1,0,2.0,189255.6864149434,169990
6,1617,SawyerW,2,1604,6.425999999999999,40,2.76,8.07775756373692,15,14,3.0,195544.01094216094,193000
6,1686,NWAmes,2,1686,6.5975,40,3.84,8.12355783506165,26,26,3.0,199847.47139962233,207500
5,1126,NWAmes,2,1126,5.97,34,3.22,7.720017940432244,31,31,2.5,154607.24510252874,175000
8,2374,NridgHt,3,1181,6.2620000000000005,79,4.42,8.176391596633795,4,3,2.5,291402.5721869124,285000
7,1978,NWAmes,2,832,5.9175,45,4.01,7.941295570906532,40,40,2.5,176713.44583793674,176000
8,1788,CollgCr,2,1753,5.42,55,1.87,8.17244681834278,8,8,2.0,250325.16672940546,236500
7,2236,Gilbert,2,964,6.24,55,3.53,8.071218539969863,9,9,2.5,219925.41756532688,222000
8,1466,Timber,3,1466,5.222,36,3.99,7.983781068977451,2,2,2.0,226910.9355820699,201000
5,925,NAmes,1,925,5.222,47,1.62,7.523481312573497,44,44,1.5,121151.30359504052,117500
9,1905,Somerst,3,1905,6.156000000000001,64,3.53,8.24564690087386,1,1,2.0,297290.0069194749,320000
7,1500,CollgCr,2,1500,5.1925,28,2.46,8.006700845440367,5,5,2.0,204524.25629240862,190000
7,2069,NAmes,2,585,6.0875,55,2.04,7.884199933676039,48,1,3.0,245227.1524674129,242000
4,747,BrkSide,2,600,6.682,63,1.78,7.206377291472252,80,53,1.0,93992.46372932293,79900
7,1200,SawyerW,2,1176,5.1925,36,2.32,7.773594467360194,6,6,3.0,182002.80270973963,184900
7,1971,Somerst,2,1113,5.13,36,3.32,8.034306936339489,4,4,2.5,230269.98021560803,253000
7,1962,CollgCr,3,1391,6.523999999999999,53,2.17,8.117908942383155,0,0,2.5,252453.54850786753,239799
7,2403,ClearCr,1,1032,4.7375,60,2.39,8.142063283104147,70,60,2.0,232717.60021000207,244400
6,1728,Mitchel,2,1728,6.7625,23,2.89,8.148156439921625,30,30,2.0,166714.50578803662,150900
7,2060,Gilbert,2,992,5.42,55,3.53,8.023879992734878,10,10,3.5,217986.46247004098,214000
4,1440,Edwards,0,1440,6.572,45,2.37,7.9658927350845286,30,30,4.0,120301.50626260866,150000
5,1632,Mitchel,2,1632,6.657500000000001,37,2.93,8.09101504171053,40,40,2.0,149011.27663649997,143000
6,1344,Timber,2,819,5.047499999999999,40,3.58,7.679713639966372,51,51,1.5,159044.0514709106,137500
5,1869,OldTown,2,1088,5.0575,27,1.09,7.950854857719988,119,13,1.0,139747.66792798968,124900
5,1144,NAmes,1,1144,6.324,31,1.84,7.735870319952567,47,47,2.0,135746.25670548156,143000
8,1629,Timber,3,1616,6.208,45,4.05,8.085178748074537,5,4,3.0,271809.52314773767,270000
7,1776,CollgCr,2,936,6.2525,39,2.16,7.905810312658931,4,4,2.5,206723.93553241683,192500
6,1381,NWAmes,2,1161,4.9675,35,2.97,7.841099765422119,38,4,2.5,175644.64305660964,197500
5,864,NAmes,2,864,6.695,40,1.57,7.455298485683291,57,5,2.0,137615.88495113852,129000
5,965,SawyerW,1,828,6.7625,41,2.49,7.492203042618741,41,41,2.0,112801.32686917178,119900
5,768,CollgCr,1,768,4.8100000000000005,45,1.96,7.337587743538596,37,6,1.5,130247.63090258648,133900
5,1968,Mitchel,2,784,6.0375,36,3.0,7.920446505142607,39,39,3.0,160788.52313333348,172000
6,980,Edwards,0,945,6.3575,34,2.68,7.563200592358071,31,31,3.0,131416.21776713617,127500
6,1958,Crawfor,2,979,6.572,32,2.9,7.9854843567338225,61,57,2.0,166452.1288458703,145000
6,1229,Blueste,2,561,4.8575,37,1.14,7.490529402060711,29,29,1.5,121163.9578804296,124000
5,1057,Sawyer,2,1057,6.18,41,2.28,7.656810091480378,45,45,1.0,124965.07592237508,132000
7,1337,CollgCr,2,1337,6.375,35,2.33,7.891704659330107,4,4,3.0,193157.66867771655,185000
7,1416,Somerst,2,696,4.8875,32,4.16,7.655864017616056,11,11,3.5,168411.43282187037,155000
5,858,BrkSide,0,858,4.99,53,1.15,7.448333860897476,52,2,2.0,121359.85119423646,116500
6,2872,NWAmes,2,1330,6.425999999999999,109,3.48,8.343553835005117,31,13,3.5,263942.78013261856,272000
6,1548,NPkVill,2,804,6.695,31,2.06,7.763446388727362,31,31,3.5,156600.90290493373,155000
9,1800,CollgCr,2,1800,4.8575,53,2.0,8.188966863648876,2,2,2.0,266526.589811596,239000
7,1894,Timber,2,817,4.99,48,3.9,7.905441649060286,8,7,3.5,221248.54344770452,214900
6,1484,Gilbert,2,783,6.695,26,4.22,7.7266536648476425,2,0,2.5,176742.66857836046,178900
5,1308,Crawfor,1,728,5.42,40,2.39,7.619233416226805,69,59,2.5,149141.80189737427,160000
5,1098,NAmes,1,1098,6.425999999999999,46,2.41,7.69484807238461,53,53,2.0,133423.99794676216,135000
3,968,OldTown,0,600,4.8575,49,0.8,7.358193752733032,99,59,1.0,69453.98800707124,37900
6,1095,NAmes,1,588,6.324,36,2.53,7.428927194802272,48,48,2.0,132861.04680284794,140000
4,1192,NAmes,0,720,6.135,48,2.08,7.556427969440253,57,56,1.5,87238.4443510238,135000
7,1626,NridgHt,2,764,5.222,45,4.6,7.779466967458324,6,5,2.0,175825.9948855769,173000
6,918,SawyerW,1,918,5.098000000000001,48,2.5,7.515889085215125,31,31,2.0,119874.18947154374,99500
7,1428,Somerst,2,1428,5.286,38,3.37,7.957527402230773,1,0,2.0,212241.21769091408,182000
7,2019,BrkSide,2,728,4.952,52,0.49,7.91862865334224,99,16,1.0,175151.29076073374,167500
7,1382,Somerst,2,673,6.5075,38,3.2,7.628517626575055,6,6,3.5,174444.6181904695,165000
4,869,BrkSide,0,440,6.523999999999999,45,1.25,7.177782416195197,83,48,1.0,90165.24147926492,85500
7,1241,Somerst,2,1241,6.208,36,3.31,7.817222785508166,1,0,2.5,196461.15032506007,199900
4,894,Edwards,2,894,6.2620000000000005,39,2.84,7.489412083508719,53,53,1.0,101065.78402735858,110000
5,1121,Sawyer,2,1121,5.42,33,2.46,7.715569534520208,46,46,2.0,132523.73842830997,139000
7,999,NAmes,2,944,6.425999999999999,36,1.46,7.572502985020384,47,1,2.0,188927.04137796687,178400
8,2612,NoRidge,3,1225,5.222,93,3.62,8.252706676567644,11,10,3.5,319186.027588266,336000
7,1266,Blmngtn,2,1266,5.97,34,2.99,7.837159650001675,1,1,2.0,172591.91255703624,159895
8,2290,CollgCr,2,1128,6.036,64,1.72,8.137103389639302,6,6,2.5,246923.27936566295,255900
5,1734,Mitchel,2,0,5.1925,41,3.22,7.45876269238096,32,32,2.0,131907.17289875075,126000
5,1164,Edwards,1,1164,6.4775,39,2.82,7.753194269884341,58,58,2.0,124124.85436975725,125000
6,1635,OldTown,1,485,6.682,29,0.77,7.659642954564682,96,3,1.0,130412.79116139567,117000
9,1940,NridgHt,3,1930,5.098000000000001,69,5.05,8.261268150577648,1,0,3.5,376495.52342039585,395192
6,2030,NWAmes,2,848,6.657500000000001,46,3.58,7.965198290612176,31,31,2.5,191479.92813660545,195000
7,1576,Somerst,2,770,6.523999999999999,34,3.17,7.760893195851024,0,0,2.5,194824.62137297288,197000
8,2392,NoRidge,3,1396,6.682,79,4.48,8.239857411018601,9,8,3.5,299887.60483074904,348000
8,1742,OldTown,2,916,4.875,44,0.75,7.88570539124302,127,23,1.5,177492.354384496,168000
6,1851,NAmes,2,822,6.695,45,2.34,7.891330757661889,43,14,2.5,212269.72069821224,187000
6,1500,CollgCr,2,750,6.523999999999999,26,2.46,7.719129840906732,1,0,2.5,173704.3172750374,173900
10,1718,NridgHt,3,1700,5.222,81,4.55,8.137103389639302,3,2,3.0,346849.3032506946,337500
4,1230,BrkSide,1,747,6.523999999999999,39,1.07,7.589841512182657,60,56,2.5,117296.38310857874,121600
5,1050,NAmes,1,1050,6.145,42,2.54,7.650168700845001,45,45,2.0,133328.18610718354,136500
6,1442,NWAmes,2,1442,5.13,33,3.92,7.9672801789422,39,39,2.0,164075.4031717267,185000
3,1077,IDOTRR,1,1007,6.5975,40,1.1,7.642524134232902,84,56,1.0,86165.71880445867,91000
7,1208,CollgCr,2,1187,4.99,31,1.76,7.78155595923534,4,4,3.0,190977.16016040472,206000
3,944,Edwards,2,0,5.222,61,3.11,6.851184927493743,57,57,1.0,76927.95747002862,82000
5,691,OldTown,1,691,6.2175,67,1.13,7.232010331664759,87,57,1.0,81114.16086188178,86000
8,1574,Somerst,3,1574,6.425999999999999,40,3.13,8.054840221101024,2,2,2.0,239042.56595851888,232000
5,1680,NWAmes,2,1680,6.657500000000001,42,3.48,8.119993827725105,31,31,2.0,148424.17212358938,136905
7,1504,Blmngtn,2,1346,4.8575,29,2.71,7.955425088912672,4,3,2.0,190001.1046446507,181000
5,985,CollgCr,1,985,6.0875,35,2.21,7.58629630715272,31,31,2.0,146364.50014454126,149900
6,1657,NAmes,2,1657,6.156000000000001,23,1.74,8.106212902619962,37,37,2.5,162833.0907019855,163500
4,1092,MeadowV,1,546,5.1925,38,2.12,7.40184157874383,39,39,1.5,89284.14751933348,88000
7,1710,Mitchel,2,1710,4.8100000000000005,31,3.17,8.137688184977605,5,4,2.0,236694.7780509716,240000
5,1522,SWISU,0,1008,6.682,34,1.21,7.6093665379542115,80,56,2.0,107330.49100197865,102000
5,1271,Sawyer,1,720,6.4775,27,2.15,7.596894438144544,60,58,2.0,127772.94237384792,135000
5,1664,Edwards,0,0,4.8875,38,2.74,7.417580402414544,45,45,2.0,103617.90271228769,100000
6,1502,Crawfor,1,602,6.572,40,2.56,7.652070746116482,84,11,1.5,168328.44553059182,165000
5,1022,OldTown,1,1022,5.42,34,1.06,7.623153068476902,99,3,2.0,86702.39313482973,85000
6,1082,NAmes,1,1082,6.208,30,1.75,7.68017564043659,59,57,1.0,123300.85425801552,119200
8,1665,NWAmes,2,810,4.875,48,3.58,7.814399633804487,8,8,3.5,211462.50659134964,227000
7,1504,CollgCr,2,1504,5.42,30,2.24,8.009363076630045,13,13,3.0,227187.7465631598,203000
8,1360,StoneBr,2,1220,5.1925,38,4.44,7.855932199718614,25,25,2.0,194366.6424440131,187500
7,1472,Gilbert,2,384,6.2620000000000005,38,3.31,7.526717561352706,16,15,2.5,162731.08678601575,160000
7,1506,Blmngtn,2,1362,6.5075,43,2.96,7.9617188159813645,1,1,2.0,199092.4389141347,213490
4,1132,Edwards,2,1132,6.32,37,2.99,7.725330037917135,3,3,2.5,152267.8611340268,176000
7,1220,CollgCr,2,1199,6.7625,43,1.75,7.791522819150732,0,0,3.0,207022.70842606426,194000
5,1248,OldTown,1,912,6.156000000000001,35,0.56,7.6783263565068856,77,57,1.0,110886.69172163744,87000
7,1504,Blmngtn,2,1346,6.036,40,2.66,7.955425088912672,3,2,2.0,190838.7307795748,191000
8,2898,Timber,2,1565,6.036,128,4.25,8.403800504061147,32,32,3.0,324229.7734797306,287000
5,882,CollgCr,2,882,6.156000000000001,53,1.49,7.475905969367397,35,35,2.0,116029.9524561251,112500
5,1264,NAmes,2,1268,5.098000000000001,28,1.77,7.837159650001675,50,50,2.0,138820.90204790205,167500
8,1646,Timber,3,1638,5.9175,44,3.8,8.09712193091871,1,0,3.0,287536.08739672665,293077
5,1376,NAmes,1,768,6.18,27,2.29,7.6708948313621175,66,57,2.0,118563.85428901367,105000
6,1218,BrDale,1,672,6.5975,37,2.05,7.544861068658458,34,34,2.0,116841.87336481501,118000
5,1928,SWISU,0,686,6.7625,33,0.86,7.869019376499023,90,11,2.0,132897.69359701042,160000
7,3082,SWISU,2,824,5.1925,116,0.94,8.163371316459912,89,39,3.5,218974.7420356859,197000
8,2520,NoRidge,3,1338,6.24,87,4.23,8.258163361537619,13,13,3.5,319748.6664060636,310000
7,1654,CollgCr,3,1654,6.2525,39,1.88,8.104401307921613,4,4,3.0,232553.20669182637,230000
5,954,Crawfor,1,920,6.657500000000001,46,2.33,7.536363938404511,69,57,1.0,121206.98789287684,119750
4,845,Edwards,1,0,5.047499999999999,51,2.91,6.740519359606223,52,52,1.0,79070.02213556471,84000
9,1620,Timber,3,1620,5.0575,59,4.41,8.083637203141548,2,1,3.0,311093.17798939074,315500
8,2263,CollgCr,2,1055,6.0375,61,2.12,8.107418811719974,7,6,2.5,245327.67294439417,287000
4,1344,MeadowV,0,546,4.8575,39,2.45,7.544861068658458,39,1,1.5,93975.97926478331,97000
4,630,MeadowV,1,630,4.8100000000000005,74,3.17,7.13966033596492,39,39,2.0,80712.19242418432,80000
5,1803,Sawyer,2,1134,6.145,37,1.6,7.9854843567338225,49,6,3.0,145834.53421170748,155000
6,1632,NWAmes,2,800,6.425999999999999,28,4.01,7.796880342783522,42,8,2.0,170894.39328089127,173000
6,1306,NridgHt,2,1306,5.1925,40,4.82,7.868254265520613,4,4,3.0,200834.88890553248,196000
7,2329,SawyerW,2,1475,6.036,65,2.29,8.244071270295786,18,18,3.5,264203.0255843975,262280
